scenario,frame,tick_ms,end_to_end_ms,input_read_ms,pipeline_ms,output_write_ms,tick_duration_ms,runtime_orchestrator_rebuild_count,runtime_orchestrator_rebuild_reason,write_status,wrote_this_tick
axis_sine_fake,0,16,16.789,0.157,2.089,0.039,3.388,1,startup,fake_write_recorded,True
axis_sine_fake,1,16,17.849,0.107,1.705,0.039,2.95,1,startup,skipped_rate_limited,False
axis_sine_fake,2,16,7.771,0.29,1.515,0.039,3.175,1,startup,skipped_rate_limited,False
axis_sine_fake,3,16,8.808,0.167,2.094,0.046,3.514,1,startup,fake_write_recorded,True
axis_sine_fake,4,16,6.207,0.157,1.499,0.046,2.737,1,startup,skipped_rate_limited,False
axis_sine_fake,5,16,7.02,0.122,1.902,0.046,3.084,1,startup,skipped_rate_limited,False
axis_sine_fake,6,16,16.525,0.149,1.8,0.023,3.005,1,startup,fake_write_recorded,True
axis_sine_fake,7,16,6.477,0.125,1.555,0.023,2.873,1,startup,skipped_rate_limited,False
axis_sine_fake,8,16,7.527,0.107,1.465,0.023,2.776,1,startup,skipped_rate_limited,False
axis_sine_fake,9,16,19.155,0.146,1.921,0.035,3.489,1,startup,fake_write_recorded,True
axis_sine_fake,10,16,6.383,0.137,1.28,0.035,2.415,1,startup,skipped_rate_limited,False
axis_sine_fake,11,16,6.192,0.097,1.626,0.035,2.749,1,startup,skipped_rate_limited,False
axis_sine_fake,12,16,7.222,0.157,1.3,0.028,2.61,1,startup,fake_write_recorded,True
axis_sine_fake,13,16,28.402,0.184,1.157,0.028,2.512,1,startup,skipped_rate_limited,False
axis_sine_fake,14,16,7.09,0.152,2.356,0.028,3.846,1,startup,skipped_rate_limited,False
axis_sine_fake,15,16,6.619,0.126,1.574,0.035,2.678,1,startup,fake_write_recorded,True
axis_sine_fake,16,16,5.69,0.129,1.698,0.035,3.255,1,startup,skipped_rate_limited,False
axis_sine_fake,17,16,6.487,0.198,1.603,0.035,2.819,1,startup,skipped_rate_limited,False
axis_sine_fake,18,16,7.694,0.27,1.61,0.021,3.043,1,startup,fake_write_recorded,True
axis_sine_fake,19,16,19.691,0.112,2.155,0.021,3.437,1,startup,skipped_rate_limited,False
axis_sine_fake,20,16,5.684,0.138,1.4,0.021,2.409,1,startup,skipped_rate_limited,False
axis_sine_fake,21,16,5.875,0.107,1.112,0.021,1.99,1,startup,fake_write_recorded,True
axis_sine_fake,22,16,16.137,0.099,1.87,0.021,2.854,1,startup,skipped_rate_limited,False
axis_sine_fake,23,16,6.521,0.146,1.872,0.021,2.882,1,startup,skipped_rate_limited,False
axis_sine_fake,24,16,7.228,0.139,1.666,0.025,2.922,1,startup,fake_write_recorded,True
axis_sine_fake,25,16,18.477,0.13,1.308,0.025,2.468,1,startup,skipped_rate_limited,False
axis_sine_fake,26,16,6.294,0.083,2.247,0.025,3.171,1,startup,skipped_rate_limited,False
axis_sine_fake,27,16,17.449,0.146,1.566,0.016,3.463,1,startup,fake_write_recorded,True
axis_sine_fake,28,16,6.433,0.123,1.512,0.016,2.479,1,startup,skipped_rate_limited,False
axis_sine_fake,29,16,5.116,0.076,0.786,0.016,1.571,1,startup,skipped_rate_limited,False
axis_sine_fake,30,16,6.178,0.068,0.717,0.011,1.273,1,startup,fake_write_recorded,True
axis_sine_fake,31,16,5.474,0.166,1.332,0.011,2.706,1,startup,skipped_rate_limited,False
axis_sine_fake,32,16,6.608,0.144,1.423,0.011,2.625,1,startup,skipped_rate_limited,False
axis_sine_fake,33,16,7.131,0.145,1.937,0.024,3.534,1,startup,fake_write_recorded,True
axis_sine_fake,34,16,5.927,0.088,1.476,0.024,2.325,1,startup,skipped_rate_limited,False
axis_sine_fake,35,16,5.933,0.187,1.744,0.024,3.181,1,startup,skipped_rate_limited,False
axis_sine_fake,36,16,17.761,0.14,1.596,0.017,2.828,1,startup,fake_write_recorded,True
axis_sine_fake,37,16,5.163,0.098,0.981,0.017,1.807,1,startup,skipped_rate_limited,False
axis_sine_fake,38,16,6.132,0.105,1.093,0.017,2.074,1,startup,skipped_rate_limited,False
axis_sine_fake,39,16,6.993,0.147,1.654,0.03,3.145,1,startup,fake_write_recorded,True
axis_sine_fake,40,16,5.343,0.13,1.054,0.03,2.131,1,startup,skipped_rate_limited,False
axis_sine_fake,41,16,5.96,0.081,1.348,0.03,2.064,1,startup,skipped_rate_limited,False
axis_sine_fake,42,16,6.068,0.107,1.597,0.024,2.542,1,startup,fake_write_recorded,True
axis_sine_fake,43,16,6.115,0.279,1.945,0.024,3.511,1,startup,skipped_rate_limited,False
axis_sine_fake,44,16,6.272,0.125,1.153,0.024,2.182,1,startup,skipped_rate_limited,False
axis_sine_fake,45,16,4.175,0.123,0.729,0.011,1.534,1,startup,fake_write_recorded,True
axis_sine_fake,46,16,5.689,0.106,1.245,0.011,2.203,1,startup,skipped_rate_limited,False
axis_sine_fake,47,16,7.015,0.164,1.99,0.011,3.014,1,startup,skipped_rate_limited,False
axis_sine_fake,48,16,6.616,0.138,1.054,0.014,2.343,1,startup,fake_write_recorded,True
axis_sine_fake,49,16,6.272,0.152,1.481,0.014,2.758,1,startup,skipped_rate_limited,False
axis_sine_fake,50,16,17.038,0.11,1.657,0.014,2.665,1,startup,skipped_rate_limited,False
axis_sine_fake,51,16,6.783,0.104,2.293,0.025,3.298,1,startup,fake_write_recorded,True
axis_sine_fake,52,16,5.354,0.151,0.947,0.025,2.302,1,startup,skipped_rate_limited,False
axis_sine_fake,53,16,16.617,0.082,1.151,0.025,1.991,1,startup,skipped_rate_limited,False
axis_sine_fake,54,16,8.437,0.121,1.279,0.021,2.461,1,startup,fake_write_recorded,True
axis_sine_fake,55,16,7.289,0.15,1.56,0.021,3.088,1,startup,skipped_rate_limited,False
axis_sine_fake,56,16,6.916,0.206,1.819,0.021,3.009,1,startup,skipped_rate_limited,False
axis_sine_fake,57,16,6.441,0.156,1.684,0.018,3.009,1,startup,fake_write_recorded,True
