scenario,frame,tick_ms,end_to_end_ms,input_read_ms,pipeline_ms,output_write_ms,tick_duration_ms,runtime_orchestrator_rebuild_count,runtime_orchestrator_rebuild_reason,write_status,wrote_this_tick
axis_sine_fake,0,16,5.803,0.132,1.336,0.065,2.436,1,startup,fake_write_recorded,True
axis_sine_fake,1,16,6.135,0.14,1.769,0.065,2.848,1,startup,skipped_rate_limited,False
axis_sine_fake,2,16,4.683,0.093,1.234,0.065,2.059,1,startup,skipped_rate_limited,False
axis_sine_fake,3,16,5.582,0.112,1.157,0.02,2.237,1,startup,fake_write_recorded,True
axis_sine_fake,4,16,5.756,0.105,1.149,0.02,2.185,1,startup,skipped_rate_limited,False
axis_sine_fake,5,16,6.332,0.19,1.888,0.02,3.226,1,startup,skipped_rate_limited,False
axis_sine_fake,6,16,23.777,0.1,1.242,0.019,2.241,1,startup,fake_write_recorded,True
axis_sine_fake,7,16,6.067,0.083,1.671,0.019,2.666,1,startup,skipped_rate_limited,False
axis_sine_fake,8,16,6.626,0.215,1.819,0.019,3.105,1,startup,skipped_rate_limited,False
axis_sine_fake,9,16,5.024,0.104,1.193,0.02,2.355,1,startup,fake_write_recorded,True
axis_sine_fake,10,16,5.01,0.075,1.133,0.02,1.836,1,startup,skipped_rate_limited,False
axis_sine_fake,11,16,13.492,0.079,1.138,0.02,1.803,1,startup,skipped_rate_limited,False
axis_sine_fake,12,16,4.995,0.118,0.867,0.018,1.765,1,startup,fake_write_recorded,True
axis_sine_fake,13,16,6.34,0.134,1.643,0.018,2.84,1,startup,skipped_rate_limited,False
axis_sine_fake,14,16,5.354,0.084,0.9,0.018,1.785,1,startup,skipped_rate_limited,False
axis_sine_fake,15,16,5.777,0.174,1.372,0.02,2.453,1,startup,fake_write_recorded,True
axis_sine_fake,16,16,5.561,0.13,1.47,0.02,2.613,1,startup,skipped_rate_limited,False
axis_sine_fake,17,16,5.398,0.096,1.465,0.02,2.364,1,startup,skipped_rate_limited,False
axis_sine_fake,18,16,4.951,0.105,1.144,0.023,2.068,1,startup,fake_write_recorded,True
axis_sine_fake,19,16,5.227,0.133,1.405,0.023,2.438,1,startup,skipped_rate_limited,False
axis_sine_fake,20,16,5.663,0.125,1.261,0.023,2.742,1,startup,skipped_rate_limited,False
axis_sine_fake,21,16,5.339,0.136,1.239,0.018,2.234,1,startup,fake_write_recorded,True
axis_sine_fake,22,16,5.597,0.117,1.321,0.018,2.407,1,startup,skipped_rate_limited,False
axis_sine_fake,23,16,6.677,0.08,1.166,0.018,2.019,1,startup,skipped_rate_limited,False
axis_sine_fake,24,16,6.641,0.157,1.515,0.019,3.084,1,startup,fake_write_recorded,True
axis_sine_fake,25,16,6.572,0.078,1.664,0.019,2.581,1,startup,skipped_rate_limited,False
