scenario,frame,tick_ms,end_to_end_ms,input_read_ms,pipeline_ms,output_write_ms,tick_duration_ms,runtime_orchestrator_rebuild_count,runtime_orchestrator_rebuild_reason,write_status,wrote_this_tick
axis_sine_fake,0,16,6.393,0.155,1.274,0.037,2.653,1,startup,fake_write_recorded,True
axis_sine_fake,1,16,4.67,0.08,0.949,0.037,1.732,1,startup,skipped_rate_limited,False
axis_sine_fake,2,16,5.72,0.094,1.08,0.037,1.883,1,startup,skipped_rate_limited,False
axis_sine_fake,3,16,12.966,0.132,1.201,0.027,2.336,1,startup,fake_write_recorded,True
axis_sine_fake,4,16,5.211,0.145,1.262,0.027,2.846,1,startup,skipped_rate_limited,False
axis_sine_fake,5,16,4.986,0.092,0.902,0.027,1.842,1,startup,skipped_rate_limited,False
axis_sine_fake,6,16,6.599,0.142,1.711,0.024,2.863,1,startup,fake_write_recorded,True
axis_sine_fake,7,16,4.973,0.126,1.228,0.024,2.375,1,startup,skipped_rate_limited,False
axis_sine_fake,8,16,4.963,0.084,0.808,0.024,1.513,1,startup,skipped_rate_limited,False
axis_sine_fake,9,16,12.292,0.101,0.901,0.019,1.77,1,startup,fake_write_recorded,True
axis_sine_fake,10,16,6.337,0.1,2.131,0.019,3.398,1,startup,skipped_rate_limited,False
axis_sine_fake,11,16,4.001,0.087,0.902,0.019,1.704,1,startup,skipped_rate_limited,False
axis_sine_fake,12,16,5.454,0.12,1.297,0.025,2.222,1,startup,fake_write_recorded,True
axis_sine_fake,13,16,6.833,0.335,1.278,0.025,2.904,1,startup,skipped_rate_limited,False
axis_sine_fake,14,16,4.949,0.074,0.649,0.025,1.29,1,startup,skipped_rate_limited,False
axis_sine_fake,15,16,3.538,0.076,0.579,0.012,1.199,1,startup,fake_write_recorded,True
axis_sine_fake,16,16,3.178,0.083,0.664,0.012,1.353,1,startup,skipped_rate_limited,False
axis_sine_fake,17,16,4.283,0.089,0.868,0.012,1.621,1,startup,skipped_rate_limited,False
axis_sine_fake,18,16,6.213,0.116,0.963,0.024,1.93,1,startup,fake_write_recorded,True
axis_sine_fake,19,16,15.094,0.168,1.89,0.024,3.279,1,startup,skipped_rate_limited,False
axis_sine_fake,20,16,5.922,0.185,1.481,0.024,2.755,1,startup,skipped_rate_limited,False
axis_sine_fake,21,16,6.855,0.131,1.244,0.016,2.481,1,startup,fake_write_recorded,True
axis_sine_fake,22,16,14.921,0.082,1.206,0.016,2.373,1,startup,skipped_rate_limited,False
axis_sine_fake,23,16,4.137,0.13,0.864,0.016,1.829,1,startup,skipped_rate_limited,False
axis_sine_fake,24,16,4.567,0.105,0.8,0.016,1.627,1,startup,fake_write_recorded,True
axis_sine_fake,25,16,4.488,0.102,1.003,0.016,2.013,1,startup,skipped_rate_limited,False
axis_sine_fake,26,16,5.507,0.099,1.32,0.016,2.285,1,startup,skipped_rate_limited,False
axis_sine_fake,27,16,4.044,0.105,0.849,0.016,1.722,1,startup,fake_write_recorded,True
axis_sine_fake,28,16,5.8,0.094,1.026,0.016,1.933,1,startup,skipped_rate_limited,False
axis_sine_fake,29,16,11.943,0.1,1.326,0.016,2.18,1,startup,skipped_rate_limited,False
axis_sine_fake,30,16,4.375,0.162,0.886,0.018,1.903,1,startup,fake_write_recorded,True
axis_sine_fake,31,16,3.676,0.085,0.619,0.018,1.393,1,startup,skipped_rate_limited,False
axis_sine_fake,32,16,6.451,0.113,1.429,0.018,2.465,1,startup,skipped_rate_limited,False
axis_sine_fake,33,16,5.103,0.121,1.362,0.025,2.298,1,startup,fake_write_recorded,True
axis_sine_fake,34,16,4.791,0.085,0.836,0.025,1.564,1,startup,skipped_rate_limited,False
axis_sine_fake,35,16,4.571,0.159,0.887,0.025,1.797,1,startup,skipped_rate_limited,False
axis_sine_fake,36,16,4.194,0.076,0.633,0.015,1.245,1,startup,fake_write_recorded,True
axis_sine_fake,37,16,16.342,0.124,1.251,0.015,2.34,1,startup,skipped_rate_limited,False
axis_sine_fake,38,16,7.187,0.124,1.463,0.015,2.582,1,startup,skipped_rate_limited,False
axis_sine_fake,39,16,5.134,0.144,0.868,0.017,1.928,1,startup,fake_write_recorded,True
axis_sine_fake,40,16,6.253,0.12,1.283,0.017,2.388,1,startup,skipped_rate_limited,False
axis_sine_fake,41,16,5.669,0.098,1.297,0.017,2.233,1,startup,skipped_rate_limited,False
axis_sine_fake,42,16,15.954,0.152,0.68,0.012,1.68,1,startup,fake_write_recorded,True
axis_sine_fake,43,16,4.912,0.093,0.753,0.012,1.547,1,startup,skipped_rate_limited,False
axis_sine_fake,44,16,5.426,0.166,1.266,0.012,2.573,1,startup,skipped_rate_limited,False
axis_sine_fake,45,16,14.444,0.112,0.793,0.015,1.796,1,startup,fake_write_recorded,True
axis_sine_fake,46,16,6.019,0.131,1.191,0.015,2.572,1,startup,skipped_rate_limited,False
axis_sine_fake,47,16,5.452,0.134,0.902,0.015,1.933,1,startup,skipped_rate_limited,False
axis_sine_fake,48,16,5.793,0.139,1.492,0.024,2.714,1,startup,fake_write_recorded,True
axis_sine_fake,49,16,6.168,0.113,1.342,0.024,2.544,1,startup,skipped_rate_limited,False
axis_sine_fake,50,16,6.165,0.131,1.297,0.024,2.484,1,startup,skipped_rate_limited,False
axis_sine_fake,51,16,15.866,0.138,2.544,0.03,10.094,1,startup,fake_write_recorded,True
axis_sine_fake,52,16,19.365,0.13,1.423,0.03,2.739,1,startup,skipped_rate_limited,False
axis_sine_fake,53,16,6.824,0.142,1.487,0.03,2.688,1,startup,skipped_rate_limited,False
axis_sine_fake,54,16,6.801,0.171,1.122,0.02,2.573,1,startup,fake_write_recorded,True
