scenario,frame,tick_ms,end_to_end_ms,input_read_ms,pipeline_ms,output_write_ms,tick_duration_ms,runtime_orchestrator_rebuild_count,runtime_orchestrator_rebuild_reason,write_status,wrote_this_tick
axis_sine_fake,0,16,6.458,0.144,1.252,0.034,2.004,2,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,1,16,6.083,0.177,1.811,0.034,2.585,3,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,2,16,6.653,0.126,1.454,0.034,2.437,4,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,3,16,6.07,0.162,1.284,0.033,2.227,5,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,4,16,14.876,0.128,1.142,0.033,1.969,6,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,5,16,6.371,0.118,1.338,0.033,2.225,7,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,6,16,7.077,0.222,1.266,0.025,2.26,8,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,7,16,5.705,0.163,1.289,0.025,2.345,9,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,8,16,6.572,0.151,1.536,0.025,2.376,10,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,9,16,5.934,0.098,0.964,0.019,1.481,11,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,10,16,6.297,0.121,1.43,0.019,2.2,12,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,11,16,4.731,0.11,0.953,0.019,1.537,13,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,12,16,5.7,0.125,1.424,0.027,2.141,14,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,13,16,16.18,0.13,0.87,0.027,1.541,15,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,14,16,15.922,0.134,1.16,0.027,1.861,16,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,15,16,6.043,0.139,1.227,0.026,1.892,17,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,16,16,5.888,0.175,1.271,0.026,2.109,18,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,17,16,5.574,0.138,1.452,0.026,2.188,19,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,18,16,6.647,0.294,1.637,0.026,2.754,20,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,19,16,13.209,0.105,1.009,0.026,1.716,21,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,20,16,7.111,0.126,2.102,0.026,2.85,22,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,21,16,6.11,0.111,1.419,0.022,2.013,23,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,22,16,5.249,0.13,1.009,0.022,1.765,24,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,23,16,5.342,0.14,1.059,0.022,1.778,25,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,24,16,5.667,0.099,1.212,0.024,1.816,26,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,25,16,6.05,0.153,1.042,0.024,1.819,27,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,26,16,3.425,0.099,0.837,0.024,1.398,28,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,27,16,3.641,0.107,0.766,0.014,1.328,29,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,28,16,4.882,0.097,1.071,0.014,1.715,30,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,29,16,4.283,0.11,0.746,0.014,1.282,31,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,30,16,10.635,0.077,0.799,0.019,1.247,32,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,31,16,10.307,0.116,0.975,0.019,1.588,33,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,32,16,21.265,0.097,0.777,0.019,1.294,34,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,33,16,4.968,0.123,1.12,0.019,1.785,35,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,34,16,13.608,0.092,1.107,0.019,1.664,36,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,35,16,5.606,0.112,1.101,0.019,1.802,37,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,36,16,17.484,0.138,2.477,0.029,3.292,38,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,37,16,4.824,0.135,1.201,0.029,1.881,39,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,38,16,13.765,0.14,0.833,0.029,1.436,40,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,39,16,6.3,0.141,1.308,0.027,2.226,41,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,40,16,5.301,0.122,1.317,0.027,1.947,42,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,41,16,5.1,0.158,0.922,0.027,1.72,43,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,42,16,5.418,0.173,1.251,0.028,2.155,44,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,43,16,5.491,0.165,1.313,0.028,1.951,45,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,44,16,5.318,0.145,1.259,0.028,2.031,46,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,45,16,13.233,0.13,1.151,0.018,1.793,47,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,46,16,5.765,0.189,1.127,0.018,2.024,48,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,47,16,5.451,0.101,1.016,0.018,1.582,49,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,48,16,5.899,0.144,1.386,0.024,2.162,50,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,49,16,5.034,0.123,0.896,0.024,1.546,51,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,50,16,11.506,0.123,0.829,0.024,1.451,52,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,51,16,13.412,0.144,1.862,0.026,2.656,53,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,52,16,4.381,0.097,0.78,0.026,1.268,54,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,53,16,14.281,0.125,1.841,0.026,2.573,55,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,54,16,6.305,0.105,1.39,0.022,2.028,56,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,55,16,15.108,0.165,1.274,0.022,2.515,57,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,56,16,23.249,0.082,0.956,0.022,1.527,58,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,57,16,5.215,0.127,0.758,0.018,1.501,59,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,58,16,14.084,0.123,1.322,0.018,2.361,60,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,59,16,5.038,0.113,0.962,0.018,1.656,61,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,60,16,5.307,0.188,1.263,0.022,1.96,62,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,61,16,4.872,0.115,0.928,0.022,1.62,63,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,62,16,22.007,0.129,1.16,0.022,1.863,64,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,63,16,12.813,0.139,0.937,0.018,1.616,65,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,64,16,4.823,0.094,0.872,0.018,1.381,66,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,65,16,5.8,0.126,1.574,0.018,2.327,67,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,66,16,14.666,0.134,1.055,0.016,1.783,68,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,67,16,16.073,0.139,1.17,0.016,1.814,69,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,68,16,14.023,0.115,1.228,0.016,1.882,70,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,69,16,28.297,0.132,1.357,0.022,2.049,71,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,70,16,25.522,0.145,1.111,0.022,1.81,72,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,71,16,6.156,0.192,1.129,0.022,2.084,73,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,72,16,4.842,0.119,1.297,0.022,1.962,74,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,73,16,25.202,0.131,1.305,0.022,2.041,75,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,74,16,5.783,0.137,1.048,0.022,1.752,76,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,75,16,14.22,0.104,0.882,0.017,1.499,77,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,76,16,16.058,0.135,1.266,0.017,2.027,78,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,77,16,15.81,0.146,1.03,0.017,2.155,79,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,78,16,18.593,0.143,1.467,0.026,2.193,80,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,79,16,11.337,0.09,1.182,0.026,1.734,81,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,80,16,6.124,0.186,1.245,0.026,2.425,82,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,81,16,13.35,0.253,1.147,0.017,1.948,83,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,82,16,12.662,0.188,0.938,0.017,1.657,84,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,83,16,5.649,0.135,1.22,0.017,2.001,85,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,84,16,15.093,0.132,1.723,0.026,2.382,86,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,85,16,5.585,0.11,0.908,0.026,1.534,87,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,86,16,6.137,0.266,1.49,0.026,2.47,88,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,87,16,5.56,0.14,1.218,0.022,2.077,89,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,88,16,14.916,0.127,1.396,0.022,2.178,90,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,89,16,5.189,0.125,1.159,0.022,1.869,91,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,90,16,23.718,0.141,1.193,0.022,1.884,92,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,91,16,4.779,0.144,0.869,0.022,1.652,93,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,92,16,5.522,0.134,1.392,0.022,2.068,94,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,93,16,5.019,0.091,0.87,0.017,1.447,95,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,94,16,14.506,0.108,1.54,0.017,2.477,96,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,95,16,14.977,0.145,1.29,0.017,2.077,97,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,96,16,19.364,0.158,1.061,0.018,1.861,98,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,97,16,13.346,0.135,1.016,0.018,1.691,99,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,98,16,12.274,0.134,1.456,0.018,2.163,100,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,99,16,5.387,0.128,1.023,0.023,1.716,101,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,100,16,15.172,0.109,0.829,0.023,1.405,102,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,101,16,5.326,0.094,1.225,0.023,1.825,103,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,102,16,5.566,0.102,0.953,0.02,1.505,104,runtime_context_changed,fake_write_recorded,True
axis_sine_fake,103,16,5.799,0.137,1.079,0.02,1.78,105,runtime_context_changed,skipped_rate_limited,False
axis_sine_fake,104,16,15.503,0.122,1.526,0.02,2.251,106,runtime_context_changed,skipped_rate_limited,False
