scenario,frame,tick_ms,end_to_end_ms,input_read_ms,pipeline_ms,output_write_ms,tick_duration_ms,runtime_orchestrator_rebuild_count,runtime_orchestrator_rebuild_reason,write_status,wrote_this_tick
axis_sine_fake,0,16,28.555,0.213,3.137,0.045,7.873,1,startup,fake_write_recorded,True
axis_sine_fake,1,16,13.767,0.171,4.585,0.045,7.515,1,startup,skipped_rate_limited,False
axis_sine_fake,2,16,18.136,0.18,3.063,0.045,11.132,1,startup,skipped_rate_limited,False
axis_sine_fake,3,16,23.925,1.03,3.395,0.055,7.386,1,startup,fake_write_recorded,True
axis_sine_fake,4,16,13.065,0.138,3.033,0.055,4.332,1,startup,skipped_rate_limited,False
axis_sine_fake,5,16,13.25,0.539,2.757,0.055,5.681,1,startup,skipped_rate_limited,False
axis_sine_fake,6,16,16.936,0.297,1.422,0.021,4.14,1,startup,fake_write_recorded,True
axis_sine_fake,7,16,12.818,0.177,4.512,0.021,7.218,1,startup,skipped_rate_limited,False
axis_sine_fake,8,16,14.862,0.278,7.745,0.021,10.445,1,startup,skipped_rate_limited,False
axis_sine_fake,9,16,18.394,0.154,5.572,0.037,7.903,1,startup,fake_write_recorded,True
axis_sine_fake,10,16,13.715,0.135,2.378,0.037,4.325,1,startup,skipped_rate_limited,False
axis_sine_fake,11,16,40.256,0.28,9.151,0.037,12.35,1,startup,skipped_rate_limited,False
axis_sine_fake,12,16,37.474,0.224,2.601,0.037,5.078,1,startup,fake_write_recorded,True
axis_sine_fake,13,16,35.06,0.769,3.132,0.037,11.943,1,startup,skipped_rate_limited,False
axis_sine_fake,14,16,18.016,0.303,3.806,0.037,5.84,1,startup,skipped_rate_limited,False
axis_sine_fake,15,16,14.371,0.155,2.941,0.03,4.733,1,startup,fake_write_recorded,True
axis_sine_fake,16,16,18.668,0.216,8.245,0.03,10.689,1,startup,skipped_rate_limited,False
axis_sine_fake,17,16,24.027,0.615,2.917,0.03,8.663,1,startup,skipped_rate_limited,False
axis_sine_fake,18,16,21.414,0.158,3.599,0.037,5.712,1,startup,fake_write_recorded,True
axis_sine_fake,19,16,39.729,0.266,4.446,0.037,7.045,1,startup,skipped_rate_limited,False
