scenario,frame,axis,raw_input,measured_final,intended_stateful_final,expected_output_axis,bridge_output_value,vjoy_write_value,wrote_this_tick,write_status,final_abs_diff,output_abs_diff
axis_sine_fake,0,Roll,1.5e-05,0.0,0.0,X,0.0,0.0,True,fake_write_recorded,0.0,0.0
axis_sine_fake,0,Pitch,0.540764,0.17542382933755285,0.17542266677045723,Y,0.17542382933755285,0.17542382933755285,True,fake_write_recorded,1e-06,1e-06
axis_sine_fake,0,Throttle,0.898375,0.6762894363775128,0.6762859807470252,Z,0.6762894363775128,0.6762894363775128,True,fake_write_recorded,3e-06,3e-06
axis_sine_fake,0,Yaw,0.920012,0.4500879747531482,0.45006839543011623,RX,0.4500879747531482,0.4500879747531482,True,fake_write_recorded,2e-05,2e-05
axis_sine_fake,0,Aux 1,1.5e-05,0.0,0.0,RY,0.0,0.0,True,fake_write_recorded,0.0,0.0
axis_sine_fake,0,Aux 2,-0.81973,-0.46750383570947157,-0.46749948209591347,RZ,-0.46750383570947157,-0.46750383570947157,True,fake_write_recorded,4e-06,4e-06
axis_sine_fake,1,Roll,0.06453,0.008421943472906977,0.008422942796461422,X,0.008421943472906977,,False,skipped_rate_limited,1e-06,1e-06
axis_sine_fake,1,Pitch,0.591638,0.20703725369202394,0.2954380262987692,Y,0.20703725369202394,,False,skipped_rate_limited,0.088401,0.088401
axis_sine_fake,1,Throttle,0.913527,0.6938850361681415,0.8466582052388911,Z,0.6938850361681415,,False,skipped_rate_limited,0.152773,0.152773
axis_sine_fake,1,Yaw,0.917723,0.44636770298563916,0.6536150386451803,RX,0.44636770298563916,,False,skipped_rate_limited,0.207247,0.207247
axis_sine_fake,1,Aux 1,-0.06453,-0.010254616031008894,-0.010255837619311056,RY,-0.010254616031008894,,False,skipped_rate_limited,1e-06,1e-06
axis_sine_fake,1,Aux 2,-0.847013,-0.49794990180121645,-0.672007861682461,RZ,-0.49794990180121645,,False,skipped_rate_limited,0.174058,0.174058
axis_sine_fake,2,Roll,0.12874,0.025236588979067207,0.03051511042031324,X,0.025236588979067207,,False,skipped_rate_limited,0.005279,0.005279
axis_sine_fake,2,Pitch,0.639612,0.24097677895308556,0.3845332876297404,Y,0.24097677895308556,,False,skipped_rate_limited,0.143557,0.143557
axis_sine_fake,2,Throttle,0.926635,0.7093394948547338,0.8973427135191587,Z,0.7093394948547338,,False,skipped_rate_limited,0.188003,0.188003
axis_sine_fake,2,Yaw,0.910948,0.43552545457032654,0.7394869217694896,RX,0.43552545457032654,,False,skipped_rate_limited,0.303961,0.303961
axis_sine_fake,2,Aux 1,-0.12874,-0.030909227783940205,-0.03728580460893197,RY,-0.030909227783940205,,False,skipped_rate_limited,0.006377,0.006377
axis_sine_fake,2,Aux 2,-0.870115,-0.5249436522468673,-0.7682160052594201,RZ,-0.5249436522468673,,False,skipped_rate_limited,0.243272,0.243272
axis_sine_fake,3,Roll,0.19234,0.04361266414151442,0.06224836616039351,X,0.04361266414151442,0.04361266414151442,True,fake_write_recorded,0.018636,0.018636
axis_sine_fake,3,Pitch,0.684413,0.27683197274767607,0.45675736989516275,Y,0.27683197274767607,0.27683197274767607,True,fake_write_recorded,0.179925,0.179925
axis_sine_fake,3,Throttle,0.937652,0.7224983327976973,0.9188270418265347,Z,0.7224983327976973,0.7224983327976973,True,fake_write_recorded,0.196329,0.196329
axis_sine_fake,3,Yaw,0.899657,0.41800574347590946,0.7675005679783325,RX,0.41800574347590946,0.41800574347590946,True,fake_write_recorded,0.349495,0.349495
axis_sine_fake,3,Aux 1,-0.19234,-0.05355150792690008,-0.07602488906500976,RY,-0.05355150792690008,-0.05355150792690008,True,fake_write_recorded,0.022473,0.022473
axis_sine_fake,3,Aux 2,-0.888945,-0.5478062679607006,-0.8193207682917477,RZ,-0.5478062679607006,-0.5478062679607006,True,fake_write_recorded,0.271515,0.271515
axis_sine_fake,4,Roll,0.254963,0.06371924134379563,0.10075437100195589,X,0.06371924134379563,,False,skipped_rate_limited,0.037035,0.037035
axis_sine_fake,4,Pitch,0.725856,0.3140664244191847,0.5196517483405376,Y,0.3140664244191847,,False,skipped_rate_limited,0.205585,0.205585
axis_sine_fake,4,Throttle,0.946502,0.7331827496935418,0.9318006829459515,Z,0.7331827496935418,,False,skipped_rate_limited,0.198618,0.198618
axis_sine_fake,4,Yaw,0.88397,0.39476542436027423,0.7653363511455644,RX,0.39476542436027423,,False,skipped_rate_limited,0.370571,0.370571
axis_sine_fake,4,Aux 1,-0.254963,-0.07818550608776849,-0.12259958290179401,RY,-0.07818550608776849,,False,skipped_rate_limited,0.044414,0.044414
axis_sine_fake,4,Aux 2,-0.90338,-0.5658751992201955,-0.8500015525009581,RZ,-0.5658751992201955,,False,skipped_rate_limited,0.284126,0.284126
axis_sine_fake,5,Roll,0.316335,0.08575446215187373,0.14406923159731808,X,0.08575446215187373,,False,skipped_rate_limited,0.058315,0.058315
axis_sine_fake,5,Pitch,0.763729,0.35193403387441985,0.5768413464408295,Y,0.35193403387441985,,False,skipped_rate_limited,0.224907,0.224907
axis_sine_fake,5,Throttle,0.95317,0.7413006732730025,0.9408580263939404,Z,0.7413006732730025,,False,skipped_rate_limited,0.199557,0.199557
axis_sine_fake,5,Yaw,0.86389,0.366793436971088,0.7460457385922992,RX,0.366793436971088,,False,skipped_rate_limited,0.379252,0.379252
axis_sine_fake,5,Aux 1,-0.316335,-0.10483244374518877,-0.17417191696024545,RY,-0.10483244374518877,,False,skipped_rate_limited,0.069339,0.069339
axis_sine_fake,5,Aux 2,-0.913359,-0.5786493244559453,-0.8694701900100221,RZ,-0.5786493244559453,,False,skipped_rate_limited,0.290821,0.290821
axis_sine_fake,6,Roll,0.37615,0.10988760033932991,0.19088237307857825,X,0.10988760033932991,0.10988760033932991,True,fake_write_recorded,0.080995,0.080995
axis_sine_fake,6,Pitch,0.797818,0.38950194949579126,0.6297009997961777,Y,0.38950194949579126,0.38950194949579126,True,fake_write_recorded,0.240199,0.240199
axis_sine_fake,6,Throttle,0.957595,0.7467203045428649,0.9469713059052592,Z,0.7467203045428649,0.7467203045428649,True,fake_write_recorded,0.200251,0.200251
axis_sine_fake,6,Yaw,0.839597,0.3354531033045701,0.716121802037985,RX,0.3354531033045701,0.3354531033045701,True,fake_write_recorded,0.380669,0.380669
axis_sine_fake,6,Aux 1,-0.37615,-0.1334713898398029,-0.22873171034966888,RY,-0.1334713898398029,-0.1334713898398029,True,fake_write_recorded,0.09526,0.09526
axis_sine_fake,6,Aux 2,-0.918853,-0.585782830472172,-0.8810192337081243,RZ,-0.585782830472172,-0.585782830472172,True,fake_write_recorded,0.295236,0.295236
axis_sine_fake,7,Roll,0.434134,0.1362574274811263,0.24031556658033057,X,0.1362574274811263,,False,skipped_rate_limited,0.104058,0.104058
axis_sine_fake,7,Pitch,0.828,0.4257887417573861,0.6783814437133208,Y,0.4257887417573861,,False,skipped_rate_limited,0.252593,0.252593
axis_sine_fake,7,Throttle,0.959762,0.7493838868180309,0.9503246130308325,Z,0.7493838868180309,,False,skipped_rate_limited,0.200941,0.200941
axis_sine_fake,7,Yaw,0.811124,0.3019412637255915,0.6791356010748979,RX,0.3019412637255915,,False,skipped_rate_limited,0.377194,0.377194
axis_sine_fake,7,Aux 1,-0.434134,-0.1640501733542605,-0.28488272338990717,RY,-0.1640501733542605,,False,skipped_rate_limited,0.120833,0.120833
axis_sine_fake,7,Aux 2,-0.919799,-0.587018421047238,-0.8858002785935181,RZ,-0.587018421047238,,False,skipped_rate_limited,0.298782,0.298782
axis_sine_fake,8,Roll,0.489952,0.16490306798241822,0.29173908121675207,X,0.16490306798241822,,False,skipped_rate_limited,0.126836,0.126836
axis_sine_fake,8,Pitch,0.854093,0.45964396965112464,0.7224310714969303,Y,0.45964396965112464,,False,skipped_rate_limited,0.262787,0.262787
axis_sine_fake,8,Throttle,0.95967,0.7492706771820082,0.9509463410416042,Z,0.7492706771820082,,False,skipped_rate_limited,0.201676,0.201676
axis_sine_fake,8,Yaw,0.778683,0.26761869455067516,0.6373425044907699,RX,0.26761869455067516,,False,skipped_rate_limited,0.369724,0.369724
axis_sine_fake,8,Aux 1,-0.489952,-0.19641913824814197,-0.3416460847737841,RY,-0.19641913824814197,,False,skipped_rate_limited,0.145227,0.145227
axis_sine_fake,8,Aux 2,-0.916258,-0.5824044582398822,-0.8842573546264778,RZ,-0.5824044582398822,,False,skipped_rate_limited,0.301853,0.301853
axis_sine_fake,9,Roll,0.543359,0.19580815565798704,0.3446328739693066,X,0.19580815565798704,0.19580815565798704,True,fake_write_recorded,0.148825,0.148825
axis_sine_fake,9,Pitch,0.875975,0.4899405331830847,0.7611598108163423,Y,0.4899405331830847,0.4899405331830847,True,fake_write_recorded,0.271219,0.271219
axis_sine_fake,9,Throttle,0.957305,0.7463643235443549,0.9488517875368234,Z,0.7463643235443549,0.7463643235443549,True,fake_write_recorded,0.202487,0.202487
axis_sine_fake,9,Yaw,0.742397,0.23360072036073826,0.5923801622400945,RX,0.23360072036073826,0.23360072036073826,True,fake_write_recorded,0.358779,0.358779
axis_sine_fake,9,Aux 1,-0.543359,-0.230396966453563,-0.3983017698001632,RY,-0.230396966453563,-0.230396966453563,True,fake_write_recorded,0.167905,0.167905
axis_sine_fake,9,Aux 2,-0.908171,-0.5719789375978703,-0.876655414165424,RZ,-0.5719789375978703,-0.5719789375978703,True,fake_write_recorded,0.304676,0.304676
axis_sine_fake,10,Roll,0.59411,0.22884139376293164,0.39848795371380474,X,0.22884139376293164,,False,skipped_rate_limited,0.169647,0.169647
axis_sine_fake,10,Pitch,0.893523,0.5155673490682355,0.7938371080659732,Y,0.5155673490682355,,False,skipped_rate_limited,0.27827,0.27827
axis_sine_fake,10,Throttle,0.952697,0.7407228895401187,0.9440699725446947,Z,0.7407228895401187,,False,skipped_rate_limited,0.203347,0.203347
axis_sine_fake,10,Yaw,0.702449,0.20087383704066938,0.5455563771316596,RX,0.20087383704066938,,False,skipped_rate_limited,0.344683,0.344683
axis_sine_fake,10,Aux 1,-0.59411,-0.2657153173507949,-0.45426920567952556,RY,-0.2657153173507949,,False,skipped_rate_limited,0.188554,0.188554
axis_sine_fake,10,Aux 2,-0.895598,-0.5560746692966902,-0.8632559786175109,RZ,-0.5560746692966902,,False,skipped_rate_limited,0.307181,0.307181
axis_sine_fake,11,Roll,0.641932,0.26371190626413665,0.45274440314212594,X,0.26371190626413665,,False,skipped_rate_limited,0.189032,0.189032
axis_sine_fake,11,Pitch,0.906706,0.5356358476248053,0.8198157365675431,Y,0.5356358476248053,,False,skipped_rate_limited,0.28418,0.28418
axis_sine_fake,11,Throttle,0.945861,0.7324054476641577,0.936647040787563,Z,0.7324054476641577,,False,skipped_rate_limited,0.204242,0.204242
axis_sine_fake,11,Yaw,0.659052,0.17021324623684933,0.49796661370995216,RX,0.17021324623684933,,False,skipped_rate_limited,0.327753,0.327753
axis_sine_fake,11,Aux 1,-0.641932,-0.3019849951229467,-0.5090259985574783,RY,-0.3019849951229467,,False,skipped_rate_limited,0.207041,0.207041
axis_sine_fake,11,Aux 2,-0.87863,-0.5351845420844772,-0.8443748585081918,RZ,-0.5351845420844772,,False,skipped_rate_limited,0.30919,0.30919
